Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
161	163	0	2.41802956	107926.623	107163.557	106344.793	107926.623	1581.83021	101.290319	0	6.4	0	0	3
162	165	0	2.43304838	107961.289	107211.101	106390.326	107961.289	1570.96303	101.277804	0	6.4	0	0	3
163	166	0	2.4480672	107993.919	107258.266	106439.829	107993.919	1554.08958	101.249893	0	6.5	0	0	3
164	168	0	2.46308602	108029.056	107305.007	106494.193	108029.056	1534.86311	101.209974	0	6.5	0	0	3
165	169	0	2.47810483	108066.505	107351.252	106556.743	108066.505	1509.76268	101.157554	0	6.7	0	0	3
166	171	0	2.49312365	108109.641	107396.925	106617.364	108109.641	1492.27652	101.104973	0	6.7	0	0	3
167	173	0	2.50814247	108154.692	107442.141	106672.132	108154.692	1482.55965	101.052537	0	6.8	0	0	3
168	175	0	2.52316128	108205.72	107487.246	106745.63	108205.72	1460.09031	101.002714	0	6.9	0	0	3
169	178	0	2.5381801	108254.496	107531.625	106789.193	108254.496	1465.30268	100.953553	0	6.8	0	0	3
170	180	0	2.55319892	108298.389	107576.013	106834.71	108298.389	1463.67874	100.902818	0	6.8	0	0	3
171	183	0	2.56821774	108357.906	107620.813	106878.174	108357.906	1479.73281	100.854458	0	6.8	0	0	3
172	184	0	2.58323655	108398.13	107665.517	106926.131	108398.13	1471.99861	100.804395	0	6.8	0	0	3
173	185	0	2.59825537	108439.237	107710.021	106975.822	108439.237	1463.41581	100.753264	0	6.8	0	0	3
174	187	0	2.61327419	108478.468	107754.216	107025.019	108478.468	1453.44943	100.701098	0	6.9	0	0	3
175	189	0	2.628293	108522.818	107798.269	107068.398	108522.818	1454.41929	100.649824	0	6.9	0	0	3
176	190	0	2.64331182	108568.276	107842.383	107107.745	108568.276	1460.53138	100.598699	0	6.8	0	0	3
177	192	0	2.65833064	108611.982	107886.625	107144.901	108611.982	1467.08064	100.547149	0	6.8	0	0	3
178	193	0	2.67334946	108648.882	107930.86	107180.262	108648.882	1468.61995	100.492443	0	6.8	0	0	3
179	195	0	2.68836827	108682.054	107975.03	107219.66	108682.054	1462.394	100.431776	0	6.8	0	0	3
180	196	0	2.70338709	108712.342	108018.933	107261.831	108712.342	1450.51116	100.362647	0	6.9	0	0	3
181	197	0	2.71840591	108740.814	108062.432	107307.804	108740.814	1433.01061	100.283593	0	6.9	0	0	3
182	198	0	2.73342472	108772.484	108105.511	107357.903	108772.484	1414.58119	100.197981	0	7	0	0	3
183	200	0	2.74844354	108806.961	108148.131	107414.296	108806.961	1392.66478	100.103699	0	7.1	0	0	3
184	201	0	2.76346236	108844.591	108190.198	107470.809	108844.591	1373.78206	100.008974	0	7.2	0	0	3
185	203	0	2.77848118	108884.608	108231.78	107521.57	108884.608	1363.03848	99.9137081	0	7.3	0	0	3
186	205	0	2.79349999	108931.176	108273.239	107584.698	108931.176	1346.47784	99.8204152	0	7.4	0	0	3
187	206	0	2.80851881	108977.96	108314.218	107626.087	108977.96	1351.87281	99.7278534	0	7.3	0	0	3
188	208	0	2.82353763	109017.834	108355.151	107669.425	109017.834	1348.40843	99.6336688	0	7.3	0	0	3
189	209	0	2.83855644	109073.483	108396.447	107710.157	109073.483	1363.32618	99.5414231	0	7.3	0	0	3
190	210	0	2.85357526	109111.765	108437.671	107755.982	109111.765	1355.78225	99.4482898	0	7.3	0	0	3
191	211	0	2.86859408	109150.428	108478.684	107802.96	109150.428	1347.46818	99.3554231	0	7.3	0	0	3
192	211	0	2.8836129	109187.5	108519.406	107849.648	109187.5	1337.85176	99.2627437	0	7.4	0	0	3
193	213	0	2.89863171	109229.955	108560.003	107890.121	109229.955	1339.83393	99.172147	0	7.4	0	0	3
194	214	0	2.91365053	109273.095	108600.679	107926.623	109273.095	1346.4723	99.0829889	0	7.3	0	0	3
195	215	0	2.92866935	109313.654	108641.474	107961.289	109313.654	1352.36573	98.9940582	0	7.3	0	0	3
196	216	0	2.94368816	109347.368	108682.241	107993.919	109347.368	1353.44942	98.9028343	0	7.3	0	0	3
197	217	0	2.95870698	109377.166	108722.925	108029.056	109377.166	1348.11012	98.8073448	0	7.3	0	0	3
198	217	0	2.9737258	109404.01	108763.364	108066.505	109404.01	1337.50421	98.7051361	0	7.3	0	0	3
199	218	0	2.98874462	109429.274	108803.446	108109.641	109429.274	1319.63314	98.5964403	0	7.4	0	0	3
200	219	0	3.00376343	109457.662	108843.094	108154.692	109457.662	1302.96957	98.4834285	0	7.5	0	0	3
201	221	0	3.01878225	109488.478	108882.323	108205.72	109488.478	1282.7572	98.3625479	0	7.6	0	0	3
202	222	0	3.03380107	109522.886	108921.063	108254.496	109522.886	1268.39006	98.2414237	0	7.7	0	0	3
203	223	0	3.04881988	109560.087	108959.462	108298.389	109560.087	1261.69818	98.1202464	0	7.7	0	0	3
204	224	0	3.0638387	109601.434	108997.787	108357.906	109601.434	1243.52725	98.0003745	0	7.8	0	0	3
205	226	0	3.07885752	109642.361	109035.565	108398.13	109642.361	1244.2311	97.8807116	0	7.8	0	0	3
206	227	0	3.09387634	109677.554	109073.195	108439.237	109677.554	1238.31656	97.7596415	0	7.8	0	0	3
207	228	0	3.10889515	109726.954	109111.069	108478.468	109726.954	1248.48586	97.6403445	0	7.8	0	0	3
208	229	0	3.12391397	109763.254	109148.857	108522.818	109763.254	1240.43663	97.5212334	0	7.8	0	0	3
209	230	0	3.13893279	109800.933	109186.449	108568.276	109800.933	1232.65632	97.4034475	0	7.9	0	0	3
210	231	0	3.1539516	109836.151	109223.739	108611.982	109836.151	1224.16919	97.2869023	0	7.9	0	0	3
211	232	0	3.16897042	109877.678	109260.966	108648.882	109877.678	1228.79611	97.1732605	0	7.9	0	0	3
212	233	0	3.18398924	109919.383	109298.333	108682.054	109919.383	1237.32893	97.0616635	0	7.8	0	0	3
213	233	0	3.19900806	109958.482	109335.875	108712.342	109958.482	1246.13981	96.9509639	0	7.7	0	0	3
214	234	0	3.21402687	109990.532	109373.469	108740.814	109990.532	1249.71764	96.8389291	0	7.7	0	0	3
215	235	0	3.22904569	110017.999	109411.033	108772.484	110017.999	1245.51534	96.7238208	0	7.7	0	0	3
216	236	0	3.24406451	110042.773	109448.395	108806.961	110042.773	1235.81239	96.6038912	0	7.8	0	0	3
217	237	0	3.25908332	110065.521	109485.411	108844.591	110065.521	1220.92946	96.4788076	0	7.9	0	0	3
218	238	0	3.27410214	110090.447	109522.054	108884.608	110090.447	1205.83858	96.350248	0	7.9	0	0	3
219	239	0	3.28912096	110117.437	109558.314	108931.176	110117.437	1186.26146	96.2162476	0	8.1	0	0	3
220	240	0	3.30413978	110148.579	109594.12	108977.96	110148.579	1170.61845	96.0819893	0	8.2	0	0	3
221	241	0	3.31915859	110181.267	109629.511	109017.834	110181.267	1163.43342	95.9474001	0	8.2	0	0	3
